Año Censal,Entidad,Municipio,Actividad Económica,A131A Valor agregado censal bruto (millones de pesos),H001D Horas trabajadas por Personal ocupado total (miles de Horas),Q000A Acervo total de activos fijos (millones de pesos)
2014,15 México,047 Jiquipilco,46 Comercio al por menor,21.11,1405.686,26.999
2014,15 México,047 Jiquipilco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.524,14.888,2.124
2014,15 México,047 Jiquipilco,54 Servicios profesionales científicos y técnicos,0.082,8.164,0.543
2014,15 México,047 Jiquipilco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.679,40.256,1.411
2014,15 México,047 Jiquipilco,62 Servicios de salud y de asistencia social,1.014,45.696,3.087
2014,15 México,047 Jiquipilco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.004,10.1,0.203
2014,15 México,047 Jiquipilco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.441,210.69,7.233
2014,15 México,047 Jiquipilco,81 Otros servicios excepto actividades gubernamentales,1.92,193.638,1.959
2014,15 México,048 Jocotitlán,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,4.204,63,3.035
2014,15 México,048 Jocotitlán,31 - 33 industrias manufactureras,1212.086,10323.298,4228.317
2014,15 México,048 Jocotitlán,43 Comercio al por mayor,6.055,178.836,6.567
2014,15 México,048 Jocotitlán,46 Comercio al por menor,52.982,4289.17,124.729
2014,15 México,048 Jocotitlán,51 Información en medios masivos,-0.187,19.064,1.293
2014,15 México,048 Jocotitlán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.156,34.802,7.384
2014,15 México,048 Jocotitlán,54 Servicios profesionales científicos y técnicos,0.642,38.838,1.242
2014,15 México,048 Jocotitlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1114.859,5804.904,5.176
2014,15 México,048 Jocotitlán,61 Servicios educativos,0.147,12.54,2.32
2014,15 México,048 Jocotitlán,62 Servicios de salud y de asistencia social,1.702,85.022,2.641
2014,15 México,048 Jocotitlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.374,32.77,0.567
2014,15 México,048 Jocotitlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6.427,416.156,6.053
2014,15 México,048 Jocotitlán,81 Otros servicios excepto actividades gubernamentales,5.033,438.468,8.793
2014,15 México,049 Joquicingo,31 - 33 industrias manufactureras,6.278,270.254,4.585
2014,15 México,049 Joquicingo,43 Comercio al por mayor,0.363,37.786,0.299
2014,15 México,049 Joquicingo,46 Comercio al por menor,11.032,788.206,10.071
2014,15 México,049 Joquicingo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.083,21.504,0.043
2014,15 México,049 Joquicingo,54 Servicios profesionales científicos y técnicos,0.08,13.272,0.042
2014,15 México,049 Joquicingo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.471,36.3,1.701
2014,15 México,049 Joquicingo,62 Servicios de salud y de asistencia social,0.353,31.146,2.128
2014,15 México,049 Joquicingo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.413,12.176,0.677
2014,15 México,049 Joquicingo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.926,157.244,1.073
2014,15 México,049 Joquicingo,81 Otros servicios excepto actividades gubernamentales,1.486,106.92,1.438
2014,15 México,050 Juchitepec,31 - 33 industrias manufactureras,10.187,312.222,4.654
2014,15 México,050 Juchitepec,43 Comercio al por mayor,2.147,112.136,3.541
2014,15 México,050 Juchitepec,46 Comercio al por menor,44.332,1899.35,31.853
2014,15 México,050 Juchitepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.288,7.868,0.716
2014,15 México,050 Juchitepec,54 Servicios profesionales científicos y técnicos,0.179,15.672,1.017
2014,15 México,050 Juchitepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.033,49.524,1.237
2014,15 México,050 Juchitepec,61 Servicios educativos,1.235,69.6,0.446
2014,15 México,050 Juchitepec,62 Servicios de salud y de asistencia social,1.709,127.904,1.777
2014,15 México,050 Juchitepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.396,33.92,0.745
2014,15 México,050 Juchitepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.908,296.292,2.461
2014,15 México,050 Juchitepec,81 Otros servicios excepto actividades gubernamentales,6.738,320.866,7.56
2014,15 México,051 Lerma,31 - 33 industrias manufactureras,13898.842,78780.736,15653.351
2014,15 México,051 Lerma,43 Comercio al por mayor,1456.777,7356.442,624.594
2014,15 México,051 Lerma,46 Comercio al por menor,843.804,19538.522,738.212
2014,15 México,051 Lerma,48 - 49 transportes correos y almacenamiento,71.672,4365.384,289.355
2014,15 México,051 Lerma,51 Información en medios masivos,70.846,344.428,28.345
2014,15 México,051 Lerma,52 Servicios financieros y de seguros,11.821,114.096,1.612
2014,15 México,051 Lerma,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,52.172,646.408,18.846
2014,15 México,051 Lerma,54 Servicios profesionales científicos y técnicos,15.358,314.152,5.422
2014,15 México,051 Lerma,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,321.448,5449.268,48.608
2014,15 México,051 Lerma,61 Servicios educativos,29.241,495.688,5.369
2014,15 México,051 Lerma,62 Servicios de salud y de asistencia social,14.569,568.162,21.501
2014,15 México,051 Lerma,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,50.507,1237.086,212.292
2014,15 México,051 Lerma,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,139.493,3708.182,181.316
2014,15 México,051 Lerma,81 Otros servicios excepto actividades gubernamentales,92.245,2450.024,48.565
2014,15 México,052 Malinalco,31 - 33 industrias manufactureras,17.066,619.632,7.03
2014,15 México,052 Malinalco,43 Comercio al por mayor,10.697,122.704,7.574
2014,15 México,052 Malinalco,46 Comercio al por menor,44.563,2363.792,72.231
2014,15 México,052 Malinalco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2.915,75.356,10.827
2014,15 México,052 Malinalco,54 Servicios profesionales científicos y técnicos,0.035,8.688,0.469
2014,15 México,052 Malinalco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.824,58.354,1.966
2014,15 México,052 Malinalco,62 Servicios de salud y de asistencia social,8.783,270.276,7.405
2014,15 México,052 Malinalco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,12.746,822.01,1020.6
2014,15 México,052 Malinalco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,29.668,1396.686,224.491
2014,15 México,052 Malinalco,81 Otros servicios excepto actividades gubernamentales,6.63,383.468,27.41
2014,15 México,053 Melchor Ocampo,31 - 33 industrias manufactureras,95.693,1466.514,119.719
2014,15 México,053 Melchor Ocampo,43 Comercio al por mayor,15.165,248.028,57.062
2014,15 México,053 Melchor Ocampo,46 Comercio al por menor,72.454,3507.27,105.764
2014,15 México,053 Melchor Ocampo,48 - 49 transportes correos y almacenamiento,18.722,818,61.585
2014,15 México,053 Melchor Ocampo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.622,28.128,0.705
2014,15 México,053 Melchor Ocampo,54 Servicios profesionales científicos y técnicos,1.705,73.296,1.862
2014,15 México,053 Melchor Ocampo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,9.265,568.76,4.345
2014,15 México,053 Melchor Ocampo,61 Servicios educativos,8.689,221.032,25.801
2014,15 México,053 Melchor Ocampo,62 Servicios de salud y de asistencia social,4.38,246.46,10.057
2014,15 México,053 Melchor Ocampo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.466,78.956,7.201
2014,15 México,053 Melchor Ocampo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,13.481,693.318,39.805
2014,15 México,053 Melchor Ocampo,81 Otros servicios excepto actividades gubernamentales,14.975,845.676,29.343
2014,15 México,054 Metepec,23 Construcción,211.767,4138.9,194.994
2014,15 México,054 Metepec,31 - 33 industrias manufactureras,751.237,7882.298,1024.814
2014,15 México,054 Metepec,43 Comercio al por mayor,300.005,7801.764,299.248
2014,15 México,054 Metepec,46 Comercio al por menor,2587.991,35786.226,1827.819
2014,15 México,054 Metepec,48 - 49 transportes correos y almacenamiento,58.902,964.336,121.462
2014,15 México,054 Metepec,51 Información en medios masivos,93.609,1942.248,252.782
2014,15 México,054 Metepec,52 Servicios financieros y de seguros,57.13,663.632,9.524
2014,15 México,054 Metepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,54.264,1104.278,253.306
2014,15 México,054 Metepec,54 Servicios profesionales científicos y técnicos,163.067,3312.198,132.116
2014,15 México,054 Metepec,55 Corporativos,102.919,384,7.661
2014,15 México,054 Metepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,494.04,11471.32,53.347
2014,15 México,054 Metepec,61 Servicios educativos,971.525,12189.956,578.257
2014,15 México,054 Metepec,62 Servicios de salud y de asistencia social,374.166,5183.366,329.56
2014,15 México,054 Metepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,113.716,2657.55,1090.543
2014,15 México,054 Metepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,612.664,16395.892,724.208
2014,15 México,054 Metepec,81 Otros servicios excepto actividades gubernamentales,213.757,8294.666,351.286
2014,15 México,055 Mexicaltzingo,31 - 33 industrias manufactureras,15.341,328.548,11.252
2014,15 México,055 Mexicaltzingo,43 Comercio al por mayor,11.622,110.904,3.503
2014,15 México,055 Mexicaltzingo,46 Comercio al por menor,45.845,1422.902,36.362
2014,15 México,055 Mexicaltzingo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.261,36.672,4.482
2014,15 México,055 Mexicaltzingo,54 Servicios profesionales científicos y técnicos,0.215,11.07,0.566
2014,15 México,055 Mexicaltzingo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.928,45.552,1.621
2014,15 México,055 Mexicaltzingo,62 Servicios de salud y de asistencia social,1.35,45.24,1.676
2014,15 México,055 Mexicaltzingo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.658,25.584,0.575
2014,15 México,055 Mexicaltzingo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7.792,348.83,6.774
2014,15 México,055 Mexicaltzingo,81 Otros servicios excepto actividades gubernamentales,5.332,275.138,4.306
2014,15 México,056 Morelos,31 - 33 industrias manufactureras,56.078,2845.578,201.49
2014,15 México,056 Morelos,43 Comercio al por mayor,0.423,37.45,0.576
2014,15 México,056 Morelos,46 Comercio al por menor,16.657,1425.262,13.464
2014,15 México,056 Morelos,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.435,15.648,0.369
2014,15 México,056 Morelos,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.818,50.106,1.085
2014,15 México,056 Morelos,62 Servicios de salud y de asistencia social,0.618,24.622,1.227
2014,15 México,056 Morelos,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.021,4.968,0.051
2014,15 México,056 Morelos,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.099,188.718,0.733
2014,15 México,056 Morelos,81 Otros servicios excepto actividades gubernamentales,2.326,167.562,2.083
2014,15 México,057 Naucalpan de Juárez,23 Construcción,2121.714,15308.812,599.055
2014,15 México,057 Naucalpan de Juárez,31 - 33 industrias manufactureras,13674.479,109968.654,17403.143
2014,15 México,057 Naucalpan de Juárez,43 Comercio al por mayor,4500.515,32041.61,1896.406
2014,15 México,057 Naucalpan de Juárez,46 Comercio al por menor,5822.238,105292.08,10105.714
2014,15 México,057 Naucalpan de Juárez,48 - 49 transportes correos y almacenamiento,266.836,7823.912,613.114
2014,15 México,057 Naucalpan de Juárez,51 Información en medios masivos,495.444,4368.512,140.3
2014,15 México,057 Naucalpan de Juárez,52 Servicios financieros y de seguros,43.001,883.42,10.026
2014,15 México,057 Naucalpan de Juárez,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,608.599,3701.78,732.341
2014,15 México,057 Naucalpan de Juárez,54 Servicios profesionales científicos y técnicos,1387.277,13167.02,286.661
2014,15 México,057 Naucalpan de Juárez,55 Corporativos,39.253,269,0.137
2014,15 México,057 Naucalpan de Juárez,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1736.041,40424.742,415.522
2014,15 México,057 Naucalpan de Juárez,61 Servicios educativos,1474.315,18901.642,990.462
2014,15 México,057 Naucalpan de Juárez,62 Servicios de salud y de asistencia social,449.541,12527.582,629.123
2014,15 México,057 Naucalpan de Juárez,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,222.773,6661.678,1292.699
2014,15 México,057 Naucalpan de Juárez,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1036.476,31428.094,737.881
2014,15 México,057 Naucalpan de Juárez,81 Otros servicios excepto actividades gubernamentales,865.609,22220.332,571.216
2014,15 México,058 Nezahualcóyotl,23 Construcción,44.583,786.92,57.692
2014,15 México,058 Nezahualcóyotl,31 - 33 industrias manufactureras,1462.607,29273.652,1358.453
2014,15 México,058 Nezahualcóyotl,43 Comercio al por mayor,641.78,9809.02,407.138
2014,15 México,058 Nezahualcóyotl,46 Comercio al por menor,3962.592,106038.708,3106.571
2014,15 México,058 Nezahualcóyotl,51 Información en medios masivos,86.728,912.004,5.665
2014,15 México,058 Nezahualcóyotl,52 Servicios financieros y de seguros,33.634,691.118,7.893
2014,15 México,058 Nezahualcóyotl,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,69.71,2019.968,229.316
2014,15 México,058 Nezahualcóyotl,54 Servicios profesionales científicos y técnicos,98.652,3373.914,74.15
2014,15 México,058 Nezahualcóyotl,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,147.887,5740.652,84.169
2014,15 México,058 Nezahualcóyotl,61 Servicios educativos,462.672,12425.39,463.916
2014,15 México,058 Nezahualcóyotl,62 Servicios de salud y de asistencia social,352.322,13625.216,496.947
2014,15 México,058 Nezahualcóyotl,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,155.221,3985.632,138.487
2014,15 México,058 Nezahualcóyotl,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,628.907,25708.98,483.967
2014,15 México,058 Nezahualcóyotl,81 Otros servicios excepto actividades gubernamentales,454.945,25695.948,594.212
2014,15 México,059 Nextlalpan,31 - 33 industrias manufactureras,33.708,666.42,17.069
2014,15 México,059 Nextlalpan,43 Comercio al por mayor,3.405,170.408,3.364
2014,15 México,059 Nextlalpan,46 Comercio al por menor,56.034,2109.168,35.318
2014,15 México,059 Nextlalpan,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.681,74.424,2.099
2014,15 México,059 Nextlalpan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.077,92.466,1.872
2014,15 México,059 Nextlalpan,61 Servicios educativos,0.477,21.192,1.017
2014,15 México,059 Nextlalpan,62 Servicios de salud y de asistencia social,1.177,73.196,1.638
2014,15 México,059 Nextlalpan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.33,10.104,1.465
2014,15 México,059 Nextlalpan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6.638,299.856,3.594
2014,15 México,059 Nextlalpan,81 Otros servicios excepto actividades gubernamentales,6.107,345.354,5.432
2014,15 México,060 Nicolás Romero,23 Construcción,10.714,388.374,3.646
2014,15 México,060 Nicolás Romero,31 - 33 industrias manufactureras,403.292,9282.324,432.827
2014,15 México,060 Nicolás Romero,43 Comercio al por mayor,139.045,2306.124,61.401
2014,15 México,060 Nicolás Romero,46 Comercio al por menor,922.144,32037.61,849.021
2014,15 México,060 Nicolás Romero,48 - 49 transportes correos y almacenamiento,76.168,3565.616,522.514
2014,15 México,060 Nicolás Romero,51 Información en medios masivos,39.613,166.454,1.478
2014,15 México,060 Nicolás Romero,52 Servicios financieros y de seguros,6.903,149.12,1.385
2014,15 México,060 Nicolás Romero,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6.097,424.174,59.511
2014,15 México,060 Nicolás Romero,54 Servicios profesionales científicos y técnicos,17.955,593.298,12.698
2014,15 México,060 Nicolás Romero,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,26.683,1586.48,20.2
2014,15 México,060 Nicolás Romero,61 Servicios educativos,80.009,2174.836,155.199
2014,15 México,060 Nicolás Romero,62 Servicios de salud y de asistencia social,35.754,1837.34,69.763
2014,15 México,060 Nicolás Romero,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,11.536,705.248,26.733
2014,15 México,060 Nicolás Romero,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,97.265,4134.812,153.365
2014,15 México,060 Nicolás Romero,81 Otros servicios excepto actividades gubernamentales,90.509,5495.04,173.821
2014,15 México,061 Nopaltepec,31 - 33 industrias manufactureras,33.801,576.3,28.428
2014,15 México,061 Nopaltepec,43 Comercio al por mayor,-1.98,35.344,1.003
2014,15 México,061 Nopaltepec,46 Comercio al por menor,8.954,711.968,28.453
2014,15 México,061 Nopaltepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.49,37.888,2.046
2014,15 México,061 Nopaltepec,62 Servicios de salud y de asistencia social,0.211,15.168,0.189
2014,15 México,061 Nopaltepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.224,81.892,8.24
2014,15 México,061 Nopaltepec,81 Otros servicios excepto actividades gubernamentales,0.96,72.638,2.582
2014,15 México,062 Ocoyoacac,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),1.045,6.912,15.951
2014,15 México,062 Ocoyoacac,31 - 33 industrias manufactureras,1765.195,10563.042,1824.434
2014,15 México,062 Ocoyoacac,43 Comercio al por mayor,-5.445,671.776,22.813
2014,15 México,062 Ocoyoacac,46 Comercio al por menor,160.061,6785.33,205.181
2014,15 México,062 Ocoyoacac,48 - 49 transportes correos y almacenamiento,23.897,290.368,16.879
2014,15 México,062 Ocoyoacac,51 Información en medios masivos,1.522,33.632,5.342
2014,15 México,062 Ocoyoacac,52 Servicios financieros y de seguros,1.787,18,0.021
2014,15 México,062 Ocoyoacac,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.241,196.486,27.217
2014,15 México,062 Ocoyoacac,54 Servicios profesionales científicos y técnicos,1.8,75.216,1.682
2014,15 México,062 Ocoyoacac,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,4.951,374.902,5.509
2014,15 México,062 Ocoyoacac,61 Servicios educativos,5.463,186.494,3.141
2014,15 México,062 Ocoyoacac,62 Servicios de salud y de asistencia social,5.388,193.184,7.361
2014,15 México,062 Ocoyoacac,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,4.708,247.834,7.527
2014,15 México,062 Ocoyoacac,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,75.79,4216.604,206.737
2014,15 México,062 Ocoyoacac,81 Otros servicios excepto actividades gubernamentales,19.917,1258.278,37.154
2014,15 México,063 Ocuilan,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),1.439,0,13.148
2014,15 México,063 Ocuilan,23 Construcción,1.834,70.552,0.577
2014,15 México,063 Ocuilan,31 - 33 industrias manufactureras,4,226.426,6.354
2014,15 México,063 Ocuilan,43 Comercio al por mayor,31.185,533.52,18.077
2014,15 México,063 Ocuilan,46 Comercio al por menor,29.532,1020.924,9.474
2014,15 México,063 Ocuilan,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.202,24.552,2.895
2014,15 México,063 Ocuilan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.045,87.646,1.256
2014,15 México,063 Ocuilan,62 Servicios de salud y de asistencia social,0.857,45.99,0.643
2014,15 México,063 Ocuilan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.423,26.616,0.657
2014,15 México,063 Ocuilan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,10.731,403.648,12.626
2014,15 México,063 Ocuilan,81 Otros servicios excepto actividades gubernamentales,4.051,225.714,4.984
2014,15 México,064 El Oro,31 - 33 industrias manufactureras,14.262,593.85,28.741
2014,15 México,064 El Oro,43 Comercio al por mayor,34.282,134.528,14.706
2014,15 México,064 El Oro,46 Comercio al por menor,23.223,1553.156,50.19
2014,15 México,064 El Oro,51 Información en medios masivos,0.697,16.68,0.293
2014,15 México,064 El Oro,52 Servicios financieros y de seguros,1.698,30.374,0.554
2014,15 México,064 El Oro,54 Servicios profesionales científicos y técnicos,0.981,28,1.188
2014,15 México,064 El Oro,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.628,59.136,0.624
2014,15 México,064 El Oro,61 Servicios educativos,3.208,95.416,0.161
2014,15 México,064 El Oro,62 Servicios de salud y de asistencia social,0.771,43.432,1.82
2014,15 México,064 El Oro,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.151,16.872,2.067
2014,15 México,064 El Oro,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.506,370.238,34.768
2014,15 México,064 El Oro,81 Otros servicios excepto actividades gubernamentales,2.804,295.218,6.322
2014,15 México,065 Otumba,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,3.723,109,0.07
2014,15 México,065 Otumba,23 Construcción,12.232,165.144,10.718
2014,15 México,065 Otumba,31 - 33 industrias manufactureras,30.344,839.924,18.386
2014,15 México,065 Otumba,43 Comercio al por mayor,19.502,276.268,5.918
2014,15 México,065 Otumba,46 Comercio al por menor,47.411,2682.472,70.943
2014,15 México,065 Otumba,51 Información en medios masivos,0.644,11.376,2.17
2014,15 México,065 Otumba,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.796,37.67,19.175
2014,15 México,065 Otumba,54 Servicios profesionales científicos y técnicos,4.497,211.296,2.746
2014,15 México,065 Otumba,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.837,137.832,2.634
2014,15 México,065 Otumba,61 Servicios educativos,3.249,137.15,7.704
2014,15 México,065 Otumba,62 Servicios de salud y de asistencia social,4.742,254.088,10.853
2014,15 México,065 Otumba,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.638,57.806,7.105
2014,15 México,065 Otumba,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11.141,565.648,11.872
2014,15 México,065 Otumba,81 Otros servicios excepto actividades gubernamentales,11.817,549.504,7.433
2014,15 México,066 Otzoloapan,31 - 33 industrias manufactureras,1.128,56.624,0.513
2014,15 México,066 Otzoloapan,43 Comercio al por mayor,0.263,18.628,0.282
2014,15 México,066 Otzoloapan,46 Comercio al por menor,1.56,169.754,0.461
2014,15 México,066 Otzoloapan,62 Servicios de salud y de asistencia social,0.162,6.026,0.055
2014,15 México,066 Otzoloapan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.11,9.444,0.138
2014,15 México,066 Otzoloapan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,0.773,42.644,0.337
2014,15 México,066 Otzoloapan,81 Otros servicios excepto actividades gubernamentales,0.139,11.424,0.227
2014,15 México,067 Otzolotepec,31 - 33 industrias manufactureras,28.03,1709.46,30.788
2014,15 México,067 Otzolotepec,43 Comercio al por mayor,12.114,253.298,23.249
2014,15 México,067 Otzolotepec,46 Comercio al por menor,64.379,3592.586,45.256
2014,15 México,067 Otzolotepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.891,97.912,7.436
2014,15 México,067 Otzolotepec,54 Servicios profesionales científicos y técnicos,1.258,59.272,1.111
2014,15 México,067 Otzolotepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.928,201.502,4.19
2014,15 México,067 Otzolotepec,61 Servicios educativos,5.946,259.684,9.873
2014,15 México,067 Otzolotepec,62 Servicios de salud y de asistencia social,3.316,245.84,7.394
2014,15 México,067 Otzolotepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.629,60.944,2.714
2014,15 México,067 Otzolotepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6.215,359.296,9.628
2014,15 México,067 Otzolotepec,81 Otros servicios excepto actividades gubernamentales,6.378,517.902,12.259
2014,15 México,068 Ozumba,31 - 33 industrias manufactureras,23.288,864.904,13.447
2014,15 México,068 Ozumba,43 Comercio al por mayor,13.769,366.012,5.525
2014,15 México,068 Ozumba,46 Comercio al por menor,83.671,3151.62,56.348
2014,15 México,068 Ozumba,51 Información en medios masivos,74.334,732.8,15.515
2014,15 México,068 Ozumba,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.351,27.6,1.043
2014,15 México,068 Ozumba,54 Servicios profesionales científicos y técnicos,0.472,37.38,0.349
2014,15 México,068 Ozumba,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.398,127.374,3.394
2014,15 México,068 Ozumba,61 Servicios educativos,2.63,321.832,17.397
2014,15 México,068 Ozumba,62 Servicios de salud y de asistencia social,2.358,161.536,3.769
2014,15 México,068 Ozumba,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.663,79.316,2.421
2014,15 México,068 Ozumba,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,9.694,723.7,6.556
2014,15 México,068 Ozumba,81 Otros servicios excepto actividades gubernamentales,9.398,699.428,11.196
2014,15 México,069 Papalotla,31 - 33 industrias manufactureras,26.668,376.666,42.334
2014,15 México,069 Papalotla,43 Comercio al por mayor,0.339,26.064,0.647
2014,15 México,069 Papalotla,46 Comercio al por menor,3.254,256.1,4.448
2014,15 México,069 Papalotla,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.339,20.456,0.321
2014,15 México,069 Papalotla,62 Servicios de salud y de asistencia social,0.665,37.128,0.402
2014,15 México,069 Papalotla,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,0.908,74.562,7.115
2014,15 México,069 Papalotla,81 Otros servicios excepto actividades gubernamentales,1.335,83.392,1.052
2014,15 México,070 La Paz,31 - 33 industrias manufactureras,6377.265,23640.606,4654.379
2014,15 México,070 La Paz,43 Comercio al por mayor,1094.097,4874.618,381.391
2014,15 México,070 La Paz,46 Comercio al por menor,917.754,29924.212,1056.1
2014,15 México,070 La Paz,48 - 49 transportes correos y almacenamiento,27.3,589.288,86.576
2014,15 México,070 La Paz,51 Información en medios masivos,36.924,338.552,13.778
2014,15 México,070 La Paz,52 Servicios financieros y de seguros,99.176,457.198,25.941
2014,15 México,070 La Paz,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,16.906,499.516,62.263
2014,15 México,070 La Paz,54 Servicios profesionales científicos y técnicos,10.963,504.878,9.625
2014,15 México,070 La Paz,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,145.919,1954.97,13.338
2014,15 México,070 La Paz,61 Servicios educativos,35.021,1472.896,75.75
2014,15 México,070 La Paz,62 Servicios de salud y de asistencia social,75.124,2826.214,109.927
2014,15 México,070 La Paz,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,10.261,504.326,27.456
2014,15 México,070 La Paz,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,115.362,5460.722,98.131
2014,15 México,070 La Paz,81 Otros servicios excepto actividades gubernamentales,92.512,5047.974,94.147
2014,15 México,071 Polotitlán,31 - 33 industrias manufactureras,171.18,1425.292,91.291
2014,15 México,071 Polotitlán,43 Comercio al por mayor,38.031,190.632,130.867
